,Aff,Neg,Win
0,Glenbrook South BF,Univ Of Chicago Lab LL,Neg
1,Glenbrook North CiRi,New Trier HJ,Neg
2,Greenhill CL,New Trier PY,Aff
3,Glenbrook North FP,Peninsula DY,Neg
4,Peninsula KK,Niles North MK,Aff
5,Jones HB,Glenbrook North HW,Neg
6,Von Steuben ML,Glenbrook South KZ,Neg
7,Glenbrook North CL,New Trier AS,Aff
8,Maine East JW,Niles North HD,Aff
9,Kenwood SW,Northside  AD,Neg
10,Von Steuben GL,New Trier HP,Aff
11,Goode STEM CM,Von Steuben LM,Neg
12,Washburn Rural CN,Niles North KM,Aff
13,Jesuit LR,Glenbrook South CP,Aff
14,Liberal Arts and Science LR,Washburn Rural CH,Neg
15,Glenbrook South MP,Jesuit BP,Aff
16,Northside  OS,Niles North GH,Aff
17,Glenbrook North SY,Minneapolis South WB,Neg
18,Glenbrook South MM,Peninsula LL,Neg
19,Solorio MC,Liberal Arts and Science BF,Neg
20,Solorio TG,Niles North CS,Neg
21,Whitney Young BM,Glenbrook North CR,Aff
22,Maine East GR,Niles North GW,Neg
23,New Trier MP,Walter Payton BR,Neg
24,Thomas Kelly MG,Maine East UH,Aff
25,Peninsula PY,Glenbrook North DK,Aff
26,Liberal Arts and Science BS,Walter Payton MG,Aff
27,New Trier AnSt,Liberal Arts and Science LM,Neg
28,Glenbrook South WB,Univ Of Chicago Lab EJ,Aff
