,Aff,Neg,Win
0,Westminster PL,Maize CL,Aff
1,Alpharetta MM,Interlake OW,Aff
2,Westminster VZ,Niles North CS,Neg
3,Rowland Hall GH,Edison Prep BB,Aff
4,West HS SLC AK,Niles North MK,Neg
5,Edina AC,Niles North SP,Neg
6,St Paul Central UB,Alpharetta NI,Aff
7,Minneapolis South WB,Lexington DS,Neg
