,Aff,Neg,Win
0,NSU AC,St Ignatius FK,Neg
1,St Mark's School of Texas JP,Arizona College Prep AS,Aff
2,Pace MG,Solorio SM,Aff
3,NSU AY,Woodward HY,Neg
4,Berkeley Prep SS,Taipei American YT,Aff
5,Univ Of Chicago Lab LJ,Pace WE,Neg
6,St Mark's School of Texas LL,George Washington MB,Aff
7,Solorio TG,Yerba Buena QN,Neg
8,Northview NL,Gunn Independent KB,Neg
9,George Washington VS,Carrollton School of the Sacred Heart JF,Aff
10,BASIS Peoria JG,Johns Creek VG,Neg
11,Woodward AH,Solon CN,Aff
12,St Ignatius GaGo,Glenbrook North CR,Neg
13,Franklin PS,Glenbrook North SS,Aff
14,Pace NS,USN CR,Neg
15,New Trier HJ,Madison Central AW,Aff
16,Taipei American LC,New Trier SW,Neg
17,Woodward TJ,George Washington PA,Neg
18,Unionville KH,St Mark's School of Texas GD,Aff
19,Woodward MP,Wylie E. Groves XC,Aff
20,ADL KY,Taipei American HW,Aff
21,Parkrose HG,St Mark's School of Texas HD,Aff
22,Isidore Newman CE,George Washington JZ,Aff
23,New Trier HY,George Washington MR,Neg
24,Berkeley Prep LG,Wylie E. Groves PS,Aff
25,Woodward NP,Solorio MA,Aff
