,Aff,Neg,Win
0,Baltimore City AP,Mamaroneck CF,Neg
1,SWW NN,Newark Science AO,Neg
2,BASIS DC CM,Brooklyn Technical JL,Neg
3,Calvert Hall SW,Eleanor Roosevelt AA,Aff
4,Newark Science OO,Brooklyn Technical SG,Aff
5,Georgetown Day DX,Baltimore City MW,Neg
