,Aff,Neg,Win
0,New Trier PH,Glenbrook South MM,Aff
1,Walter Payton BR,Glenbrook South BF,Aff
2,Liberal Arts and Science LM,Glenbrook North HW,Aff
3,Univ Of Chicago Lab EJ,Glenbrook North DK,Neg
4,Glenbrook North FP,Liberal Arts and Science LR,Neg
5,Northside  OS,Glenbrook South BW,Neg
6,New Trier MP,Glenbrook North CR,Neg
7,Glenbrook South CP,Jones HB,Neg
8,Minneapolis South WB,Northside  AD,Aff
9,Peninsula LL,Von Steuben LM,Aff
10,Niles North GH,Jesuit BP,Neg
11,Solorio TG,Walter Payton MG,Aff
12,Washburn Rural CH,Niles North HD,Aff
13,Jesuit LR,Washburn Rural CN,Neg
14,Niles North GW,New Trier HJ,Neg
15,Greenhill CL,Peninsula PY,Aff
16,Niles North CS,Liberal Arts and Science BF,Neg
17,Maine East GR,New Trier AnSt,Neg
18,Thomas Kelly MG,Von Steuben GL,Aff
19,Glenbrook South MP,Peninsula DY,Aff
20,Glenbrook South KZ,Liberal Arts and Science BS,Neg
21,New Trier AS,Niles North KM,Neg
22,Maine East JW,Peninsula KK,Neg
23,New Trier PY,Goode STEM CM,Aff
24,Niles North MK,Glenbrook North CiRi,Aff
25,Glenbrook North SY,Von Steuben ML,Aff
26,Kenwood SW,Glenbrook North CL,Aff
27,Solorio MC,Maine East UH,Aff
28,Univ Of Chicago Lab LL,Whitney Young BM,Neg
