,Aff,Neg,Win
0,Northstar Academy HS - Newark AA,Georgetown Day MT,Neg
1,Lexington HW,Calvert Hall HT,Aff
2,Mamaroneck MT,Bronx Science AX,Aff
3,Georgetown Day DX,Collegiate FK,Aff
4,Brooklyn Technical JL,Newark Tech BO,Aff
5,Lexington DS,Stuyvesant FW,Aff
6,Stuyvesant NW,Lexington HS,Neg
7,Newark Science AO,Northstar Academy HS - Newark KS,Aff
8,Brooklyn Technical OS,McDonogh CM,Aff
9,Collegiate AS,Stuyvesant DE,Aff
10,Georgetown Day GX,Calvert Hall AJ,Aff
11,Unionville KH,Northstar Academy HS - Newark AM,Aff
12,McDonogh KL,Stuyvesant SP,Aff
13,Mamaroneck MK,Success Academy HSLA-MANHATTAN LP,Aff
14,Willamette PB,McDonogh SP,Neg
15,George Washington PA,Lexington DS,Aff
16,Mamaroneck AG,Pittsburgh Central Catholic AH,Aff
17,Brooklyn Technical RC,Mamaroneck WR,Neg
18,Brooklyn Technical GH,Willamette LB,Aff
19,Mamaroneck FC,Georgetown Day KN,Aff
20,George Washington MR,Bronx Science HP,Aff
21,Northstar Academy HS - Newark QY,Georgetown Day RW,Neg
22,NSU AY,Georgetown Day GK,Aff
23,College Prep JG,Mamaroneck MS,Aff
24,Stuyvesant DV,Lexington PS,Aff
25,McDonogh VB,Success Academy HSLA-MANHATTAN WP,Neg
26,Lexington LM,Stuyvesant KS,Aff
27,Success Academy HSLA-MANHATTAN AB,McDonogh OB,Aff
28,Newark Science OO,Calvert Hall SW,Neg
29,Georgetown Day HG,Newark Tech MR,Aff
30,Lexington JV,Northstar Academy HS - Newark MA,Neg
31,Mamaroneck AT,Brooklyn Technical GA,Neg
32,Brooklyn Technical CS,Isidore Newman JN,Neg
