,Aff,Neg,Win
0,Blue Valley North CT,Pembroke Hill ZM,Aff
1,Washburn Rural JK,Blue Valley TH,Neg
2,Hayden BA,Blue Valley West BG,Aff
3,Lawrence Free State FE,Blue Valley North LP,Aff
4,Shawnee Mission West WS,Shawnee Mission East TH,Neg
5,Washburn Rural BH,Pembroke Hill WA,Aff
