,Aff,Neg,Win
0,BASIS DC TP,SWW WP,Aff
1,Newark Tech BO,Somerville SK,Aff
2,NSU AC,Poly Prep LB,Neg
3,AHS @PGCC MR,Weequahic BH,Neg
4,Wylie E. Groves XC,Boston Latin LL,Neg
5,Mamaroneck WR,Banneker BM,Aff
6,Peninsula KK,Bronx Science FC,Aff
7,Northstar Academy HS - Newark QY,Mamaroneck MT,Neg
8,Bronx Science OZ,Somerville MW,Aff
9,Georgetown Day GG,Bronx Science AL,Neg
10,Banneker GY,Mamaroneck SW,Neg
11,Pine Crest GG,Ruth Batson FN,Aff
12,SWW DP,Bronx Science GC,Aff
13,NSU BL,Duke Ellington SO,Aff
14,Newark Science LA,Calvert Hall SW,Neg
15,BASIS DC MC,Peninsula LL,Aff
16,Newark Science AO,Mamaroneck MP,Neg
17,Peninsula EW,Forest Park AF,Aff
18,Calvert Hall HT,Eleanor Roosevelt AA,Aff
19,Boston Latin PA,McDowell LJ,Neg
20,Pine Crest AE,BASIS DC PD,Neg
21,Newark Science OO,Georgetown Day KN,Aff
22,Eliot Hine TT,Eleanor Roosevelt NM,Aff
23,Mamaroneck MK,Success Academy HSLA-MANHATTAN WO,Neg
24,John D. O'Bryant School Of Mathematics And Science BM,Weequahic GO,Aff
25,BASIS DC AS,Bronx Science EK,Aff
26,Pine Crest CT,Somerville CU,Aff
27,Poly Prep BB,Success Academy HSLA-MANHATTAN LP,Aff
28,Georgetown Day MX,Northstar Academy HS - Newark AM,Neg
