,Aff,Neg,Win
0,St Paul Central WC,Barstow KP,Aff
1,Blue Valley North CT,Edison Prep BB,Neg
2,Blue Valley North LP,Opus CC,Neg
3,Shawnee Mission South AZ,Casady FJ,Aff
4,Barstow AR,Crossings Christian SP,Neg
5,St Paul Central UB,Shawnee Mission East PL,Neg
6,Lawrence Free State FH,St Paul Central BM,Aff
7,Meadows GS,Little Rock Central LW,Neg
8,Shawnee Mission East HT,Shawnee Mission South MJ,Neg
9,Shawnee Mission South KC,Washburn Rural BH,Aff
10,Barstow BM,Olathe North MM,Neg
11,Little Rock Central BG,Meadows HS,Aff
12,Blue Valley North BN,Blue Valley Southwest PC,Neg
13,L C Anderson SW,Shawnee Mission South MD,Aff
14,Maize CL,Barstow OS,Neg
15,Jenks HG,Barstow GH,Aff
16,Little Rock Central BF,Washburn Rural CR,Aff
