,Aff,Neg,Win
0,Northside  DT,Glenbrook South CF,Aff
1,New Trier SW,Niles North KB,Aff
2,Glenbrook South BW,Glenbrook North DeKo,Aff
3,Walter Payton DI,Niles North MK,Neg
4,Lane Tech  JK,Glenbrook North SS,Neg
5,Glenbrook North FP,Univ Of Chicago Lab LL,Aff
6,Kenwood SW,New Trier HJ,Aff
7,Solorio MC,Walter Payton YY,Neg
8,New Trier PY,Glenbrook North DK,Aff
9,Northside  OS,Iowa City RL,Aff
10,Whitney Young SV,Northside  KP,Aff
11,Avery Hybrid FB,Von Steuben BG,Aff
12,Northside  PP,Whitney Young SW,Aff
13,New Trier CT,Glenbrook North DP,Aff
14,Maine East JW,Niles North CS,Neg
15,Niles North HM,Edina AC,Neg
16,Wylie E. Groves PS,New Trier ShAn,Aff
17,Von Steuben LL,Walter Payton BS,Neg
18,Glenbrook South TB,Whitney Young BM,Neg
19,Niles North SP,Solorio TV,Aff
20,Washington BD,New Trier HY,Neg
21,Maine East MS,New Trier SB,Neg
22,Glenbrook North JW,New Trier PH,Neg
23,Jones HB,Glenbrook North CR,Neg
24,Lane Tech  ZQ,Whitney Young SP,Neg
25,Pittsburgh Central Catholic AH,Glenbrook South MP,Neg
26,Niles North GW,Glenbrook South KZ,Neg
27,Minneapolis South WB,Jones FR,Aff
28,Northside  GT,Walter Payton JF,Aff
29,Kenwood PW,Solorio MP,Aff
30,Solorio GC,Von Steuben LM,Neg
31,Thomas Kelly MG,Northside  CX,Neg
32,Wylie E. Groves XC,Walter Payton DD,Aff
33,Goode STEM BH,Northside  AD,Neg
34,New Trier MP,Glenbrook South MM,Aff
35,Glenbrook North CL,Northside  AV,Aff
36,Kenwood BH,Iowa City CL,Neg
37,Maine East GR,Glenbrook North SY,Neg
