,Aff,Neg,Win
0,Quarry Lane KP,St Mark's School of Texas JP,Neg
1,Winston Churchill MP,Woodward AH,Aff
2,Northwood BC,Franklin PS,Neg
3,Quarry Lane PS,Alpharetta GM,Neg
4,Woodward CS,Damien-St. Lucy's KN,Aff
5,Northwood AG,Damien-St. Lucy's MO,Aff
6,Heights CM,Westminster GS,Neg
7,Quarry Lane AM,Alpharetta MM,Neg
8,Eagan WW,USN CR,Aff
9,Denmark BR,Northwood SS,Neg
10,Westminster VZ,Northwood ZY,Neg
11,Marist AR,Okemos DT,Aff
12,Green Canyon OZ,Marist AC,Aff
13,Northview LT,Liberal Arts and Science LR,Neg
14,Johns Creek VG,Alpharetta IN,Aff
15,Quarry Lane AC,Alpharetta CR,Aff
16,Montgomery Bell TB,Quarry Lane YY,Aff
17,Carrollton School of the Sacred Heart JF,BASIS San Antonio Shavano PK,Neg
18,Damien-St. Lucy's LW,Woodward TJ,Neg
19,ADL DC,Heights DG,Aff
20,Westminster HY,Parkrose HG,Aff
21,Damien-St. Lucy's DL,ADL WL,Aff
22,Clear Springs SG,Quarry Lane HG,Aff
23,Glenbrook North SS,Woodward PR,Neg
24,BASIS San Antonio Shavano NR,Northview NL,Neg
25,Alpharetta DL,Damien-St. Lucy's IG,Neg
26,James Logan GS,Glenbrook North DK,Aff
