,Aff,Neg,Win
0,Westminster PL,Newark Science OO,Aff
1,Westminster VZ,Little Rock Central LW,Neg
2,Little Rock Central BF,Peninsula DU,Neg
3,Kinkaid AK,Northwood ZG,Aff
4,Clear Springs SG,Unionville HK,Aff
5,Eagan MS,Winston Churchill MP,Neg
6,Archbishop Mitty MR,Woodward CM,Neg
7,Okemos DT,Eagan TN,Neg
8,Little Rock Central WK,Maine East RU,Aff
9,St Andrew's Episcopal KA,Caddo Magnet VA,Neg
10,Pittsburgh Central Catholic AH,West HS SLC JS,Neg
11,Maine East JW,Caddo Magnet WB,Neg
12,Marist CL,Eagan WW,Neg
13,Whitney Young BM,Northwood SY,Aff
14,Little Rock Central TB,Marist AR,Aff
15,Eagan HR,Newark Science AO,Neg
