,Aff,Neg,Win
0,ADL SW,Fox Chapel Independent RL,Neg
1,James Logan GS,ADL KC,Neg
2,Woodward CP,Brophy SH,Aff
3,New Trier PY,Univ Of Chicago Lab LL,Neg
4,Quarry Lane HG,Century WB,Aff
5,Montgomery Bell HM,New Trier HW,Aff
6,ADL CC,Success Academy HSLA-MANHATTAN KY,Aff
7,Montgomery Bell RF,ADL WC,Aff
8,Hill Country  VL,Greenhill NS,Neg
9,Avery Coonley FN,Sharks Independent SW,Neg
10,ADL CW,Princeton AF,Neg
11,Sacred Heart Cathedral Prep WX,Taipei American YM,Neg
12,Avery Coonley AT,ADL YD,Neg
13,Northview NL,New Trier SY,Neg
14,St Mark's School of Texas DP,ASPEC KB,Aff
15,VHTPA TN,Avery Coonley SS,Aff
16,Success Academy HSLA-MANHATTAN TR,James Logan AA,Neg
17,Emerald HM,Wylie E. Groves XC,Neg
18,New Trier MP,Blue Valley West VS,Neg
19,Sacred Heart Cathedral Prep CB,Sharks Independent OW,Aff
20,Avery Coonley TZ,Sharks Independent YL,Neg
21,VHTPA MH,Opus CC,Aff
22,Pittsburgh Central Catholic HS,Johns Creek VG,Neg
23,Sidwell Independent VF,Woodward JN,Neg
24,Lowell CL,Westminster HY,Aff
25,Central HS Springfield SS,New Trier HJ,Aff
26,Galloway DP,VHTPA GR,Aff
27,Avery Coonley JS,Success Academy HSLA-HARLEM CD,Aff
28,Taipei American HW,Westlake SB,Neg
29,Solon HC,Branson WP,Neg
30,Denmark Independent BT,University OM,Aff
31,Westminster PL,Sacred Heart Cathedral Prep FY,Aff
32,Perry TD,ADL KW,Aff
33,St Mark's School of Texas JP,Quarry Lane KP,Aff
