,Aff,Neg,Win
0,Heritage Hall HH,Sonoma LM,Neg
1,Johns Creek VG,Olathe North CF,Aff
2,Westwood GK,Montgomery Bell LS,Neg
3,Winston Churchill MP,Woodward TJ,Neg
4,Westwood SG,Liberal Arts and Science LM,Neg
5,Montgomery Bell RP,Westwood YS,Aff
6,Westwood SA,Greenhill CL,Neg
7,Quarry Lane PS,Woodward CM,Neg
8,Little Rock Central TN,New Trier SW,Neg
9,Sonoma BS,Athens TS,Aff
10,Washburn Rural CN,New Trier PH,Aff
11,St Mark's School of Texas GD,Heritage Hall CD,Aff
12,Quarry Lane AM,Melissa TN,Aff
13,St Mark's School of Texas JP,Blue Valley Southwest DT,Aff
14,Sonoma MM,Greenhill AJ,Neg
15,Dallas Highland Park GZ,Athens RH,Neg
16,New Trier HJ,Liberal Arts and Science BV,Aff
17,Dulles CI,Liberal Arts and Science LR,Neg
18,Greenhill MO,Westwood ST,Aff
19,Woodward NP,Quarry Lane AC,Neg
20,Coppell TB,Montgomery Bell SJ,Aff
21,Peninsula KX,Pace EK,Aff
22,Montgomery Bell TB,Greenhill BH,Aff
23,Coppell SJ,Washburn Rural CH,Aff
24,Greenhill SB,St Mark's School of Texas BL,Aff
25,Montgomery Bell HM,Pace MG,Neg
26,St Mark's School of Texas TK,Blue Valley Southwest PC,Neg
27,Westwood LU,Liberal Arts and Science BS,Neg
28,Dallas Highland Park BC,Westwood BA,Neg
29,Peninsula LL,Jesuit PL,Aff
30,Liberal Arts and Science CK,Sonoma YK,Aff
31,New Trier HY,Montgomery Bell KF,Neg
