,Aff,Neg,Win
0,Glenbrook North FP,Berkeley Prep NY,Neg
1,Iowa City LL,University OM,Neg
2,Solon GH,Glenbrook North CL,Neg
3,Montgomery Bell RP,Northview TN,Aff
4,Solon CN,St Ignatius FK,Neg
5,Univ Of Chicago Lab LL,Westminster VZ,Neg
6,Montgomery Bell LS,Glenbrook North CR,Neg
7,Montgomery Bell TB,Iowa City CV,Aff
8,Univ Of Chicago Lab SJ,Berkeley Prep LL,Neg
9,Herbert Henry Dow OV,Maine East AJ,Aff
10,Montgomery Bell RF,Northview TC,Neg
11,Montgomery Bell SJ,Glenbrook North SY,Aff
12,Herbert Henry Dow CC,Glenbrook North CiRi,Neg
13,Niles North ChSh,Berkeley Prep SS,Neg
14,Woodward CM,Barstow BM,Aff
15,Woodward NP,Berkeley Prep LZ,Aff
16,Niles North KM,St Ignatius GG,Aff
17,Woodward AH,Northside  GT,Aff
18,Niles North HD,Barstow SH,Neg
19,Niles West VK,Okemos DT,Aff
20,Niles North CS,Solorio VC,Aff
21,Niles West SS,Berkeley Prep RG,Neg
22,Niles North GW,Solorio MC,Aff
23,Niles West RK,Berkeley Prep RV,Neg
24,Lane Tech  GS,Pine Crest RR,Neg
25,Lane Tech  CJ,Opus CC,Neg
26,Carrollton School of the Sacred Heart MG,McDonogh SP,Neg
27,Carrollton School of the Sacred Heart JF,Northside  AV,Neg
28,Lane Tech  ZQ,Northside  AD,Aff
29,Carrollton School of the Sacred Heart RG,Northside  WP,Aff
30,Lane Tech  RN,Glenbrook North WK,Neg
31,Lane Tech  KS,Maine East GR,Neg
32,Whitney Young BM,Northside  DT,Aff
33,Whitney Young SP,Northside  OS,Aff
34,Kenwood SW,Avery Coonley FB,Aff
35,Whitney Young SW,New Trier CT,Aff
36,Liberal Arts and Science LR,Northside  GL,Aff
37,Liberal Arts and Science BF,Denmark Independent BL,Neg
38,Hawken LS,New Trier PH,Neg
39,Liberal Arts and Science LiRa,Minneapolis South WB,Aff
40,Hawken KZ,New Trier MP,Neg
41,Mamaroneck FC,Pace KG,Neg
42,Glenbrook South KZ,New Trier HY,Aff
43,Glenbrook South CF,New Trier PY,Neg
44,Mamaroneck MP,Walter Payton BR,Aff
45,Glenbrook South MM,Johns Creek VG,Neg
46,Mamaroneck MT,New Trier SW,Aff
47,Glenbrook South PB,Westminster HY,Aff
48,Mamaroneck AG,Green Canyon OZ,Aff
49,Kenwood BH,New Trier AS,Aff
50,Liberal Arts and Science VA,Wylie E. Groves XC,Neg
51,Kenwood TW,New Trier ArSh,Neg
52,Kenwood PW,New Trier HJ,Neg
