,Aff,Neg,Win
0,Baltimore City HP,Lexington XB,Aff
1,Banneker MP,Newark Science AO,Neg
2,Brooklyn Technical RC,Georgetown Day GT,Aff
3,Brooklyn Technical SH,BASIS DC TD,Neg
4,Leon Goldstein CS,Brooklyn Technical JL,Neg
5,Duke Ellington SO,Georgetown Day DX,Neg
6,Lexington DS,Calvert Hall SW,Neg
7,Somerville WC,BASIS DC AP,Neg
8,Newark Science OO,Somerville KM,Neg
9,Mamaroneck RW,Banneker BF,Aff
10,Boston Latin LP,Mamaroneck MS,Neg
11,Boston Latin AL,CMIT North KM,Aff
12,Fenway MH,Duke Ellington TG,Aff
13,SWW/Banneker BY,Baltimore City PM,Neg
14,Georgetown Day MX,Mamaroneck MK,Aff
15,Georgetown Day KN,SWW WP,Neg
16,Lexington HS,SWW NN,Aff
17,Eleanor Roosevelt AA,Brooklyn Technical SG,Neg
18,Calvert Hall CH,BASIS DC PS,Neg
19,Baltimore City MW,Unionville HK,Aff
20,Lexington NJ,Duke Ellington SA,Aff
21,CMIT North MG,Sidwell FV,Neg
22,Banneker ST,Georgetown Day WR,Neg
