,Aff,Neg,Win
0,Woodward MP,Franklin SP,Aff
1,Wylie E. Groves PS,Yerba Buena QN,Neg
2,St Mark's School of Texas JP,Glenbrook North CR,Aff
3,Johns Creek GV,George Washington MB,Aff
4,Pace GM,New Trier SW,Aff
5,Berkeley Prep LG,New Trier HJ,Neg
6,Berkeley Prep SS,Gunn Independent KB,Neg
7,Wylie E. Groves XC,Woodward PN,Aff
