,Aff,Neg,Win
0,Manhattan TF,Blue Valley West WA,Neg
1,Shawnee Mission East LT,Blue Valley North LP,Aff
2,Blue Valley North BK,Blue Valley West BW,Neg
3,Maize CL,Shawnee Mission South MJ,Neg
4,Newton KN,Lawrence Free State FH,Neg
5,Blue Valley TF,Lawrence Free State HF,Aff
6,Shawnee Mission South AZ,Lawrence Free State EP,Aff
7,Blue Valley West SV,Blue Valley North PN,Aff
8,Olathe East DG,Wichita Southeast SK,Aff
9,Blue Valley West MC,Manhattan HW,Aff
10,Shawnee Mission South KC,Wichita East KZ,Aff
11,Blue Valley Southwest DT,Hayden BG,Aff
12,Buhler BL,Blue Valley West BT,Neg
13,Crossings Christian SP,Olathe East SR,Aff
14,Crossings Christian LM,Blue Valley Southwest PC,Neg
15,Manhattan BB,Blue Valley West JA,Neg
16,Shawnee Mission West WS,Manhattan AS,Aff
17,Mill Valley HK,Blue Valley North CT,Neg
18,Blue Valley North MM,Mill Valley FP,Neg
