,Aff,Neg,Win
0,Montgomery Bell RP,Pace MG,Aff
1,Berkeley Prep RV,Johns Creek VG,Aff
2,Peninsula WY,Montgomery Bell LS,Neg
3,Little Rock Central LW,Lexington HW,Neg
4,Westminster VZ,Lexington LM,Neg
