,Aff,Neg,Win
0,Maine East JV,Thomas Kelly MG,Neg
1,St Paul Central MC,Washburn Rural CH,Neg
2,Niles West VK,Kenwood PT,Aff
3,St Paul Central BM,Barstow GH,Neg
4,Lawrence Free State EF,Hayden BA,Neg
5,Lawrence Free State FH,Barstow KP,Aff
6,Olathe North MM,Avery Coonley FN,Aff
7,Olathe North CF,Niles West SS,Aff
8,Dowling Catholic BS,Barstow TM,Neg
9,St Paul Central WN,Avery Coonley RW,Aff
10,Kenwood BH,Barstow BS,Neg
11,St Paul Central UB,Washburn Rural CR,Aff
