,Aff,Neg,Win
0,Barstow GK,Niles North CS,Neg
1,Quarry Lane PS,Carrollton School of the Sacred Heart GB,Aff
2,Greenhill CL,Sonoma KY,Aff
3,Niles North SP,Barstow OT,Aff
4,Lexington WH,Pace GM,Aff
5,Berkeley Prep RV,Blue Valley North PS,Aff
6,Washburn Rural CN,Peninsula LL,Neg
7,Montgomery Bell HM,Liberal Arts and Science BS,Neg
8,Greenhill BH,Glenbrook South KZ,Aff
9,Niles North MK,Berkeley Prep RG,Neg
10,Galloway DP,New Trier SY,Neg
11,Shawnee Mission East PL,Berkeley Prep NY,Neg
12,Woodward PN,Blue Valley Southwest PC,Neg
13,Bellarmine  AQ,Glenbrook North CR,Neg
14,Eastside HS,Little Rock Central BW,Neg
15,Glenbrook South WB,Northview CT,Neg
16,Washburn Rural CH,Wylie E. Groves XC,Neg
17,Jesuit LR,Carrollton School of the Sacred Heart KL,Aff
18,Solorio TG,Woodward JT,Neg
19,Montgomery Bell SL,Northside  AS,Aff
20,NSU EY,Lexington LM,Aff
21,Lexington DS,Berkeley Prep LZ,Aff
22,Blue Valley North CT,Quarry Lane CA,Aff
23,Peninsula KX,Northview LN,Aff
24,Montgomery Bell KR,Liberal Arts and Science BV,Neg
25,Woodward CM,Liberal Arts and Science RL,Aff
26,Montgomery Bell SJ,Bellarmine  DD,Neg
27,Univ Of Chicago Lab LL,Montgomery Bell TB,Neg
28,Little Rock Central LW,Berkeley Prep LS,Aff
