,Aff,Neg,Win
0,BASIS DC AS,Bronx Science CF,Neg
1,Brooklyn Technical HS Independent CR,McDonogh SP,Neg
2,Georgetown Day WR,Bronx Science CG,Neg
3,Newark Science OO,Success Academy HSLA-MANHATTAN WP,Neg
