,Aff,Neg,Win
0,Montgomery Bell SJ,Pace GK,Aff
1,Kenwood PW,Northside  WP,Neg
2,New Trier SW,Herbert Henry Dow CC,Aff
3,Montgomery Bell SL,New Trier PY,Aff
4,Montgomery Bell PR,Niles North CS,Aff
5,Woodward PN,Whitney Young SP,Aff
6,Carrollton School of the Sacred Heart GM,Barstow BM,Aff
7,Niles West RK,Solon GH,Neg
8,Niles North ChSh,Northside  GL,Aff
9,Liberal Arts and Science BF,St Ignatius GG,Aff
10,Opus CC,St Ignatius FK,Aff
11,Hawken LK,Berkeley Prep NY,Neg
12,Okemos DT,Berkeley Prep LZ,Neg
13,Lane Tech  RN,Glenbrook North FP,Neg
14,Pine Crest RR,Glenbrook South MM,Neg
15,New Trier HY,Hawken KZ,Neg
16,Whitney Young SW,Liberal Arts and Science VA,Aff
17,Walter Payton BR,Niles North GW,Aff
18,Kenwood SW,Berkeley Prep RG,Neg
19,Berkeley Prep RV,Liberal Arts and Science LiRa,Aff
20,Northview TN,Northside  OS,Neg
21,Westminster HY,Univ Of Chicago Lab LL,Aff
22,New Trier HJ,Whitney Young BM,Aff
23,Cathryn Gorman Independent CG,Solorio MC,Aff
24,Kenwood BH,Glenbrook North WK,Neg
25,Lane Tech  ZQ,Wylie E. Groves XC,Neg
26,Woodward CM,Northview CT,Neg
27,Glenbrook South KZ,Barstow SH,Aff
28,Northside  DT,Westminster VZ,Neg
29,Mamaroneck MT,Montgomery Bell TB,Neg
30,Northside  AD,New Trier CT,Aff
31,Lane Tech  KS,Niles North HD,Neg
32,Lane Tech  CJ,Glenbrook North CL,Neg
33,McDonogh SP,New Trier ArSh,Neg
34,Maine East GR,Denmark Independent BL,Neg
35,Berkeley Prep SS,Woodward AH,Aff
36,Niles West SS,Mamaroneck CF,Neg
37,Glenbrook North SY,Green Canyon ZO,Aff
38,Carrollton School of the Sacred Heart RG,Glenbrook North CR,Neg
39,Mamaroneck MP,Niles West VK,Aff
40,Niles North KM,Minneapolis South WB,Aff
41,Hawken LS,Solon CN,Aff
42,Kenwood TW,Montgomery Bell RF,Neg
43,Carrollton School of the Sacred Heart FJ,Maine East AJ,Aff
44,Northside  GT,Univ Of Chicago Lab SJ,Aff
45,Glenbrook North CiRi,New Trier MP,Neg
46,Solorio VC,New Trier AS,Neg
47,Berkeley Prep LL,Liberal Arts and Science CK,Neg
48,Glenbrook South CF,Iowa City LL,Neg
49,Glenbrook South PB,Mamaroneck GA,Neg
50,New Trier HP,Avery Coonley FB,Aff
51,Liberal Arts and Science LR,Northside  AV,Aff
52,Johns Creek GV,University OM,Aff
