,Aff,Neg,Win
0,Iowa City RL,NSU AY,Aff
1,Blue Valley West SV,Edina AW,Aff
2,NSU AC,Blue Valley West BT,Neg
3,Lowell CL,Franklin SP,Neg
4,Blue Valley West MJ,Edina AC,Aff
5,College Prep BA,Shawnee Mission West WS,Aff
6,Washington LZ,Maine East JW,Neg
7,Westminster YZ,Lansing YO,Aff
8,Lawrence Free State HF,Iowa City CL,Aff
9,Baltimore City MW,Lowell SB,Neg
10,Iowa City MC,Maine East RS,Neg
11,Shawnee Mission East PL,Lawrence Free State FH,Aff
12,Blue Valley TH,Blue Valley West MC,Aff
13,Washington BD,NSU BL,Neg
14,Maize BR,Blue Valley West WA,Neg
15,Unionville HK,La Crosse Central BL,Aff
16,La Crosse Central ST,Dowling Catholic BS,Aff
17,Shawnee Mission East HT,Maize CL,Neg
