,Aff,Neg,Win
0,Northwood SS,Winston Churchill MP,Neg
1,St Mark's School of Texas JP,Montgomery Bell TB,Neg
2,Woodward PR,ADL DC,Aff
3,USN CR,Quarry Lane PS,Aff
4,Damien-St. Lucy's IG,BASIS San Antonio Shavano NR,Aff
5,Northwood ZY,Quarry Lane AC,Neg
6,Heights DG,James Logan GS,Neg
7,Parkrose HG,Damien-St. Lucy's DL,Aff
8,Quarry Lane HG,Northview LT,Neg
9,Glenbrook North DK,Heights CM,Aff
10,Damien-St. Lucy's KN,Marist AR,Neg
11,Northview NL,Eagan WW,Aff
12,ADL WL,Northwood AG,Neg
13,Marist AC,Glenbrook North DP,Aff
14,Liberal Arts and Science LR,Westminster HY,Aff
15,Alpharetta CR,Green Canyon OZ,Neg
16,Alpharetta IN,Woodward CS,Aff
17,Quarry Lane YY,Westminster VZ,Neg
18,BASIS San Antonio Shavano PK,Quarry Lane KP,Neg
19,Woodward AH,Denmark BR,Neg
20,Woodward TJ,Johns Creek VG,Neg
21,Alpharetta GM,Quarry Lane AM,Neg
22,Franklin PS,Damien-St. Lucy's LW,Neg
23,Westminster GS,Carrollton School of the Sacred Heart JF,Aff
24,Okemos DT,Northwood BC,Aff
25,Alpharetta MM,Clear Springs SG,Aff
