,Aff,Neg,Win
0,Canyon Crest CS,Mamaroneck AG,Neg
1,Niles North SP,Dallas Highland Park BC,Neg
2,Greenhill MO,Westwood SA,Aff
3,Carrollton School of the Sacred Heart RG,Bronx Science GC,Aff
4,Carrollton School of the Sacred Heart MG,Denmark BR,Neg
5,Glenbrook North CiRi,St Andrew's Episcopal AK,Aff
6,Caddo Magnet BA,Notre Dame BC,Neg
7,Pace MG,Isidore Newman JN,Aff
8,Baltimore City MW,Jesuit LR,Aff
9,Glenbrook South KZ,Notre Dame DN,Aff
10,Melissa TN,Maine East GR,Aff
11,Niles North CS,Eastside HS,Aff
12,McDonogh SP,NSU BL,Aff
13,Alpharetta MM,Carrollton School of the Sacred Heart JF,Aff
14,Berkeley Prep NY,Head-Royce AP,Aff
15,Northside  AD,Coppell SJ,Neg
16,Caddo Magnet PM,Westminster VZ,Neg
17,Montgomery Bell LS,Taipei American HC,Aff
18,Woodward TJ,Liberal Arts and Science BF,Neg
19,Pace WE,Eastside SC,Aff
20,L C Anderson SW,Montgomery Bell SJ,Neg
21,Whitney Young BM,Mamaroneck MS,Aff
22,Notre Dame MD,Montgomery Bell HM,Neg
23,Westminster PL,New Trier MP,Neg
24,Head-Royce DW,Little Rock Central LW,Neg
25,Liberal Arts and Science RL,Pace KG,Aff
26,Marist CL,Georgetown Day DX,Neg
27,Northview BT,New Trier PH,Neg
28,Peninsula DY,Lexington DS,Neg
29,Woodward CM,Lexington HW,Neg
30,Georgetown Day RW,Berkeley Prep RV,Neg
31,Georgetown Day MX,Mamaroneck FC,Neg
32,Collegiate FK,North Atlanta RC,Aff
33,Woodward NP,New Trier HW,Aff
34,Northview TC,Kenwood SW,Neg
35,Collegiate AS,Caddo Magnet VA,Neg
36,Johns Creek VG,Baltimore City PM,Aff
37,Newark Science AO,Minneapolis South WB,Aff
38,Alpharetta IN,Greenhill CL,Neg
39,Alpharetta KB,Greenhill AJ,Neg
40,Winston Churchill MP,Decatur RC,Aff
41,Peninsula LL,Westwood SG,Aff
42,Poly Prep Country Day LB,Canyon Crest LC,Neg
43,Lexington LM,Berkeley Prep LZ,Neg
44,Brophy PP,College Prep AB,Neg
45,Westwood BA,Glenbrook North CR,Aff
46,Pittsburgh Central Catholic HS,Glenbrook North SY,Aff
47,Glenbrook North FP,Niles North MK,Neg
48,Bronx Science ZF,Little Rock Central TN,Neg
49,Poly Prep Country Day BB,Taipei American YM,Aff
50,Overland Park North Independent PS,Glenbrook South BW,Aff
51,Damien-St. Lucy's SM,Liberal Arts and Science BS,Neg
52,Little Rock Central BG,Jesuit HB,Aff
53,Glenbrook South MP,Galloway DP,Aff
54,Rural Independent CN,Northview NL,Aff
55,Sonoma YK,Westminster HY,Aff
