,Aff,Neg,Win
0,George Washington VS,Sonoma YK,Neg
1,Fort Collins CI,College Prep AB,Neg
2,Fort Collins FY,Meadows KK,Aff
3,George Washington PA,Notre Dame BC,Neg
4,George Washington MR,Park City LC,Aff
5,College Prep JG,Notre Dame DN,Aff
6,Rowland Hall HG,Salem Hills DD,Aff
7,George Washington MB,Sonoma PB,Aff
8,Barstow TM,Notre Dame DP,Neg
9,Notre Dame AM,Barstow GH,Aff
10,College Prep JT,Head-Royce AP,Neg
11,Rowland Hall SC,Sonoma KB,Aff
12,George Washington JZ,College Prep NS,Neg
13,Sonoma LM,Green Canyon EH,Aff
14,Notre Dame GM,West HS SLC JS,Neg
15,Rowland Hall UV,Park City LS,Aff
16,West HS SLC KA,Head-Royce DW,Neg
17,Rowland Hall LD,Green Canyon OZ,Aff
18,College Prep BT,Barstow BS,Neg
19,Alta CL,Corner Canyon DK,Neg
