,Aff,Neg,Win
0,Greenhill CL,Berkeley Prep RV,Neg
1,Bellarmine  DD,Peninsula LL,Neg
2,Westwood BA,Northview CT,Aff
3,Head-Royce AP,Glenbrook South WB,Aff
4,Taipei American YL,Liberal Arts and Science BS,Aff
5,Glenbrook North CR,Liberal Arts and Science BF,Neg
6,Montgomery Bell SJ,Glenbrook South KZ,Aff
7,Whitney Young BM,Mamaroneck CF,Neg
