,Aff,Neg,Win
0,Rowland Hall UV,Sacred Heart Cathedral Prep FY,Aff
1,Rowland Hall SC,New Trier PH,Neg
2,Archbishop Mitty TW,Bellarmine  CG,Neg
3,Barstow GH,Brophy SH,Aff
4,Park City SC,BASIS Peoria JG,Neg
5,Bellarmine  OL,Sacred Heart Cathedral Prep CB,Aff
6,Meadows KR,West HS SLC JS,Neg
7,Bay Area Independent PL,Bellarmine  RH,Neg
8,Bellarmine  IB,Meadows HK,Aff
9,Park City LL,Barstow TM,Neg
10,Archbishop Mitty MR,New Trier SY,Aff
11,Brophy PP,Corner Canyon DK,Aff
12,New Trier MP,Barstow BS,Aff
13,College Prep EN,Green Canyon OZ,Neg
14,West HS SLC KA,Arizona  SS,Aff
15,Meadows GK,Rowland Hall LD,Aff
16,Santa Fe Prep LV,BASIS Peoria HD,Aff
17,Westlake SB,New Trier HJ,Neg
18,Brophy SR,Archbishop Mitty DS,Neg
