,Aff,Neg,Win
0,College Prep BA,Lansing YO,Aff
1,Blue Valley TH,Baltimore City MW,Neg
2,Blue Valley West SV,Lawrence Free State FH,Aff
3,Lowell CL,Shawnee Mission East PL,Neg
