,Aff,Neg,Win
0,West HS SLC JS,New Trier MP,Neg
1,Bellarmine  CG,Brophy PP,Neg
2,New Trier SY,Bellarmine  OL,Aff
3,Barstow GH,Archbishop Mitty MR,Neg
