,Aff,Neg,Win
0,Independant D'Mello KD,Damien-St. Lucy's KN,Neg
1,Damien-St. Lucy's JC,Elizabeth Learning Center MT,Aff
2,ModernBrain PP,Quarry Lane HG,Aff
3,Downtown Magnets KL,ModernBrain WJ,Aff
4,Canyon Crest LC,Liberal Arts and Science CK,Neg
5,Quarry Lane PS,Damien-St. Lucy's GF,Aff
6,Damien-St. Lucy's RS,Elizabeth Learning Center EV,Neg
7,Canyon Crest LY,Bravo HH,Aff
8,Canyon Crest ZZ,ModernBrain QY,Aff
9,Liberal Arts and Science LM,Quarry Lane KP,Aff
10,Huntington Park DS,Liberal Arts and Science LR,Neg
11,Quarry Lane AC,Bravo CJ,Aff
12,VHTPA TT,ModernBrain SL,Aff
13,Culver City NR,Quarry Lane AM,Neg
14,Elizabeth Learning Center CB,Canyon Crest CS,Neg
15,Rowland Hall HG,Damien-St. Lucy's PP,Neg
16,Huntington Park BP,VHTPA GN,Aff
