,Aff,Neg,Win
0,Stuyvesant DV,Georgetown Day DX,Neg
1,Mamaroneck MS,Georgetown Day GX,Aff
2,Mamaroneck FC,Lexington HS,Aff
3,Mamaroneck MK,Brooklyn Technical JL,Neg
4,Mamaroneck MT,McDonogh SP,Neg
5,Northstar Academy HS - Newark MA,Georgetown Day KN,Aff
6,George Washington MR,Lexington HW,Neg
7,Calvert Hall SW,Georgetown Day RW,Neg
