,Aff,Neg,Win
0,Lawrence Free State FH,Olathe North MM,Aff
1,Blue Valley Southwest PC,Blue Valley North BN,Aff
2,Barstow OS,Opus CC,Neg
3,Edison Prep BB,Shawnee Mission South MJ,Neg
4,St Paul Central UB,Barstow GH,Aff
