,Aff,Neg,Win
0,Meadows KS,CK McClatchy PG,Aff
1,Damien-St. Lucy's PP,Sonoma LM,Aff
2,Westlake SB,New Designs Charter School-University Park CS,Aff
3,Peninsula JS,Quarry Lane AM,Neg
4,Peninsula LW,Meadows KR,Aff
5,Peninsula DY,Notre Dame AM,Neg
6,Sonoma YK,Meadows GK,Neg
7,Lake Balboa PG,Polytechnic HG,Aff
8,Peninsula KK,Head-Royce DW,Neg
9,Polytechnic TK,Peninsula BB,Aff
10,Sonoma BD,Damien-St. Lucy's CM,Neg
11,Peninsula LiLi,College Prep AB,Neg
12,OES RL,Rowland Hall LD,Neg
13,Fort Collins EF,San Marino PC,Neg
14,Damien-St. Lucy's KN,Peninsula FL,Aff
15,Peninsula KX,Quarry Lane AC,Aff
16,Rowland Hall UV,Peninsula EW,Neg
17,Peninsula PY,Brophy PP,Neg
18,San Marino PM,Notre Dame DN,Neg
19,Lake Balboa DB,Peninsula TW,Aff
20,Notre Dame DP,Brophy SH,Aff
21,Rowland Hall HG,Sonoma PM,Aff
22,San Marino CJ,Rowland Hall SC,Neg
23,Damien-St. Lucy's IG,College Prep JT,Neg
