,Aff,Neg,Win
0,Jones HB,Niles North MK,Neg
1,Glenbrook South CF,Niles North GW,Neg
2,Northside  GT,Glenbrook North JW,Aff
3,Glenbrook South MM,Avery Hybrid FB,Aff
4,Northside  GL,Glenbrook South KZ,Neg
5,Niles North KB,Von Steuben LL,Neg
6,Walter Payton DD,Maine East GR,Neg
7,Glenbrook North DeKo,Walter Payton JF,Aff
8,Pittsburgh Central Catholic AH,Kenwood BH,Aff
9,Walter Payton BS,Lane Tech  ZQ,Neg
10,Whitney Young SP,New Trier PY,Aff
11,Von Steuben LM,New Trier HJ,Neg
12,Northside  OS,Glenbrook North FP,Neg
13,Glenbrook North CL,Walter Payton YY,Aff
14,Solorio GC,New Trier HY,Neg
15,Jones FR,Glenbrook South TB,Aff
16,Lane Tech  JK,Wylie E. Groves PS,Neg
17,New Trier CT,Whitney Young BM,Neg
18,Solorio MC,New Trier HP,Neg
19,Northside  KP,Von Steuben BG,Aff
20,Thomas Kelly MG,Kenwood PW,Aff
21,Northside  DT,Minneapolis South WB,Neg
22,Iowa City RL,Solorio TV,Neg
23,Edina AC,Glenbrook North CR,Aff
24,Niles North SP,New Trier SB,Aff
25,Northside  AD,Iowa City CL,Aff
26,Northside  AV,Glenbrook North DK,Aff
27,Goode STEM BH,New Trier ShAn,Aff
28,Northside  CX,Glenbrook South MP,Neg
29,Glenbrook North DP,Walter Payton DI,Neg
30,Niles North CS,New Trier SW,Aff
31,Northside  PP,Glenbrook North SY,Neg
32,Glenbrook South WB,Wylie E. Groves XC,Aff
33,Maine East MS,Kenwood SW,Neg
34,New Trier MP,Whitney Young SW,Aff
35,Glenbrook North SS,Whitney Young SV,Neg
36,Maine East JW,Solorio MP,Aff
37,Washington BD,Niles North HM,Aff
