,Aff,Neg,Win
0,SWW NN,Georgetown Day KN,Aff
1,Mamaroneck FC,Newark Science OO,Aff
2,Creative Minds/Stuart Hobson MT,BASIS DC DS,Neg
3,Brooklyn Technical JL,CMIT North MG,Aff
4,Collegiate TL,Calvert Hall SW,Neg
5,College Park AO,Mamaroneck MS,Neg
6,Sidwell DJ,Mamaroneck AG,Neg
7,Banneker MS,Forest Park AF,Aff
8,CMIT North/DuVal KM,Sidwell FV,Neg
9,Baltimore City HM,Collegiate PX,Aff
10,Brooklyn Technical MC,Mamaroneck MT,Neg
11,Georgetown Day DX,Duke Ellington SS,Aff
12,Baltimore City MW,Brooklyn Technical GS,Aff
13,SWW WP,Georgetown Day GK,Aff
14,McDonogh CM,Calvert Hall CH,Neg
15,Baltimore City AP,BASIS DC AP,Aff
16,BASIS DC TP,Collegiate FK,Aff
17,Mamaroneck SW,Banneker TG,Aff
18,Duke Ellington TA,Hardy GP,Neg
19,Duke Ellington SO,BASIS DC MC,Neg
20,McDonogh VB,Sidwell AA,Aff
21,Banneker TY,McDonogh KL,Aff
22,Calvert Hall AJ,McDonogh SP,Neg
23,Newark Science AO,Mamaroneck WR,Aff
24,McDonogh AH,SWW DP,Neg
25,Calvert Hall BM,Eleanor Roosevelt AA,Neg
