,Aff,Neg,Win
0,West HS SLC JS,Rowland Hall HG,Neg
1,Barstow GH,Meadows KK,Aff
2,Barstow TM,George Washington MB,Neg
3,Fort Collins CI,Sonoma KB,Neg
4,Barstow BS,Rowland Hall SC,Aff
5,Green Canyon EH,George Washington PA,Neg
6,College Prep JT,Notre Dame GM,Aff
7,Green Canyon OZ,Alta CL,Aff
8,Salem Hills DD,Rowland Hall LD,Neg
9,Head-Royce AP,Notre Dame DN,Aff
10,Fort Collins FY,Notre Dame DP,Neg
11,Rowland Hall UV,Sonoma PB,Aff
12,George Washington MR,Head-Royce DW,Neg
13,College Prep AB,Notre Dame BC,Aff
14,George Washington JZ,Park City LC,Aff
15,College Prep NS,Corner Canyon DK,Aff
16,George Washington VS,Park City LS,Aff
17,West HS SLC KA,College Prep BT,Aff
18,Notre Dame AM,Sonoma YK,Aff
19,Sonoma LM,College Prep JG,Neg
