,Aff,Neg,Win
0,Unionville KH,Little Rock Central BF,Aff
1,Peninsula DU,Whitney Young BM,Neg
2,Newark Science AO,West HS SLC JS,Aff
3,Westminster PL,Woodward CM,Neg
4,Kinkaid AK,St Andrew's Episcopal AK,Aff
5,Marist AR,Little Rock Central WK,Aff
6,Pittsburgh Central Catholic AH,Maine East JW,Aff
7,Marist CL,Northwood SY,Neg
8,Eagan TN,Clear Springs SG,Neg
9,Little Rock Central TB,Eagan HR,Aff
10,Winston Churchill MP,Little Rock Central LW,Aff
11,Maine East RU,Newark Science OO,Aff
12,Northwood ZG,Archbishop Mitty MR,Aff
13,Eagan WW,Westminster VZ,Neg
14,Caddo Magnet VA,Okemos DT,Aff
15,Eagan MS,Caddo Magnet WB,Neg
