,Aff,Neg,Win
0,Northview CT,Berkeley Prep RV,Neg
1,Glenbrook North CR,Woodward CM,Neg
2,Kenwood SW,Liberal Arts and Science BF,Aff
3,Montgomery Bell SJ,Whitney Young BM,Neg
