,Aff,Neg,Win
0,Jones FR,Northside  DT,Aff
1,Iowa City CL,Avery Hybrid FB,Aff
2,Solorio TV,Jones HB,Aff
3,Glenbrook North CR,New Trier MP,Neg
4,Niles North KB,Glenbrook North JW,Neg
5,Glenbrook South MM,Von Steuben LL,Aff
6,Glenbrook North SY,Pittsburgh Central Catholic AH,Neg
7,Walter Payton DD,Glenbrook South TB,Neg
8,Whitney Young SW,Solorio MC,Neg
9,Walter Payton BS,Maine East JW,Aff
10,Univ Of Chicago Lab LL,Walter Payton DI,Neg
11,Glenbrook South MP,Glenbrook North FP,Aff
12,Iowa City RL,Lane Tech  JK,Neg
13,New Trier HJ,Wylie E. Groves XC,Neg
14,Northside  CX,New Trier SW,Neg
15,Glenbrook North SS,Niles North SP,Neg
16,Northside  AV,Niles North HM,Aff
17,Walter Payton YY,Thomas Kelly MG,Neg
18,Whitney Young BM,Kenwood PW,Aff
19,Northside  KP,Lane Tech  ZQ,Neg
20,New Trier HP,Glenbrook North CL,Aff
21,Glenbrook South CF,New Trier PY,Aff
22,New Trier HY,Northside  OS,Neg
23,Whitney Young SP,Kenwood SW,Neg
24,Northside  AD,Minneapolis South WB,Neg
25,Glenbrook North DK,Maine East GR,Neg
26,Niles North CS,Wylie E. Groves PS,Aff
27,Glenbrook North DP,Solorio GC,Aff
28,Glenbrook North DeKo,Northside  GT,Neg
29,Von Steuben BG,New Trier CT,Neg
30,Niles North MK,Glenbrook South WB,Aff
31,Edina AC,Whitney Young SV,Neg
32,Von Steuben LM,Northside  GL,Neg
33,Walter Payton JF,Northside  PP,Neg
34,Glenbrook South KZ,Goode STEM BH,Aff
35,Solorio MP,Maine East MS,Aff
36,New Trier ShAn,Niles North GW,Neg
37,New Trier SB,Washington BD,Aff
