,Aff,Neg,Win
0,Pittsburgh Central Catholic HS,Von Steuben GL,Aff
1,Taipei American YL,New Trier SY,Aff
2,College Prep AB,Peninsula KK,Neg
3,Blue Valley Southwest DT,Glenbrook North KS,Neg
4,Newark Science AO,Georgetown Day MW,Aff
5,Lane Tech  ZQ,Carrollton School of the Sacred Heart RG,Aff
6,Polytechnic BH,Von Steuben LM,Neg
7,Montgomery Bell KF,Isidore Newman WA,Aff
8,Pace KG,Iowa City CL,Aff
9,Greenhill BH,Sonoma MM,Aff
10,Hawken LK,Peninsula LiLi,Neg
11,Westwood BA,Westminster VZ,Aff
12,Sonoma YK,Hawken LS,Aff
13,Blue Valley North CT,Damien-St. Lucy's KN,Aff
14,Niles North SP,Mamaroneck MT,Neg
15,Glenbrook South MP,Shawnee Mission East PL,Neg
16,Wylie E. Groves XC,Bellarmine  OL,Aff
17,New Trier HJ,Peninsula DY,Aff
18,Brophy SH,Munster BW,Aff
19,Blue Valley Southwest PC,Winston Churchill MP,Aff
20,Brophy PP,St Paul Central MC,Aff
21,Kenwood BH,Barstow SH,Neg
22,Westminster LY,Little Rock Central LW,Neg
23,Head-Royce AP,Bellarmine  DD,Aff
24,Notre Dame NP,Garfield TZ,Aff
25,Liberal Arts and Science LR,Berkeley Prep NY,Neg
26,BASIS Peoria JG,Jesuit BP,Aff
27,Munster KW,Washburn Rural BH,Neg
28,Westwood GK,San Marino LC,Aff
29,Notre Dame DP,Munster TP,Aff
30,Greenhill CL,Head-Royce DW,Aff
31,San Marino CJ,Shawnee Mission South AZ,Neg
32,Peninsula LL,Washburn Rural CN,Aff
33,Interlake OW,Archbishop Mitty MR,Neg
34,Quarry Lane CM,Bronx Science FC,Aff
35,Bellarmine  RH,Pine Crest MK,Aff
36,Jones FR,NSU BL,Aff
37,Greenhill AJ,Liberal Arts and Science BS,Neg
38,Polytechnic TK,Coppell SJ,Neg
39,Notre Dame BC,Blue Valley North LP,Aff
40,Blue Valley North BK,Lincoln Park BS,Aff
41,Berkeley Prep LL,Glenbrook North DE,Aff
42,Mamaroneck FC,Carrollton School of the Sacred Heart FB,Aff
43,Pace WE,Pine Crest AE,Aff
44,Von Steuben ML,Shawnee Mission East HT,Neg
45,Bronx Science EK,Bellarmine  AQ,Neg
46,Bellarmine  CG,Quarry Lane HG,Neg
47,McDowell LJ,Johns Creek VG,Neg
48,Niles North CS,Leland SL,Neg
49,Walter Payton BR,Alpharetta IN,Aff
50,Montgomery Bell SJ,Liberal Arts and Science RL,Aff
51,Maine East GR,Lowell BS,Neg
52,College Prep JG,Glenbrook North WC,Aff
53,Walter Payton MD,New Trier MP,Neg
54,Whitney Young BM,Westwood SG,Aff
55,Garfield NW,Peninsula LW,Neg
56,NSU AY,Kenwood PW,Neg
57,Taipei American LC,Berkeley Prep RG,Neg
58,Goode STEM CH,Northside  GT,Neg
59,Berkeley Prep RV,Washburn Rural CR,Aff
60,Taipei American HC,Niles West SS,Aff
61,Blue Valley North PS,Liberal Arts and Science BF,Neg
62,Montgomery Bell HM,Glenbrook North CR,Neg
63,Park Tudor WX,Berkeley Prep SS,Neg
64,Edina BL,Washburn Rural CH,Neg
65,Minneapolis South WB,Alpharetta MM,Aff
66,Sonoma LM,Montgomery Bell TB,Aff
67,Glenbrook South BW,Jesuit LR,Neg
68,Niles North MK,Pine Crest RR,Aff
69,Pace NS,Niles North McKa,Aff
70,Carrollton School of the Sacred Heart MG,Shawnee Mission South MK,Neg
71,Katy Taylor WW,Maine East JN,Aff
72,Edina AC,Little Rock Central BF,Neg
73,Little Rock Central BG,Olathe North MM,Neg
74,Sonoma BS,Liberal Arts and Science LM,Neg
75,Montgomery Bell RP,Glenbrook South KZ,Aff
76,Lane Tech  JK,Peninsula BB,Neg
77,Notre Dame AM,Westminster GS,Aff
78,Glenbrook North FP,St Lucy's Priory GI,Aff
79,Carrollton School of the Sacred Heart JF,Iowa City RL,Neg
80,Interlake LY,Kinkaid AK,Neg
81,Pace MG,Kenwood SW,Neg
82,Damien-St. Lucy's PP,Liberal Arts and Science CK,Aff
83,Niles North WC,Hawken KZ,Neg
84,Montgomery Bell LS,St Paul Central UB,Neg
85,Lowell CL,Peninsula PY,Aff
86,Northside  AD,Little Rock Central MK,Aff
87,Maine East HP,Canyon Crest CS,Aff
88,New Trier PH,Little Rock Central WC,Aff
89,Quarry Lane PS,Edina TS,Aff
90,Interlake CS,Meadows KS,Aff
91,Berkeley Prep LZ,Northview TC,Neg
92,Bronx Science GC,Peninsula JS,Neg
93,Isidore Newman JN,New Trier HW,Aff
