,Aff,Neg,Win
0,Northview BT,Glenbrook South KZ,Neg
1,Georgetown Day DX,Little Rock Central BG,Aff
2,Maine East GR,North Atlanta RC,Aff
3,Alpharetta IN,Bronx Science GC,Neg
4,Alpharetta KB,Woodward NP,Neg
5,Notre Dame BC,Little Rock Central TN,Neg
6,Lexington HW,Westwood SG,Neg
7,Westwood SA,Mamaroneck MS,Aff
8,Canyon Crest LC,Westminster HY,Aff
9,Collegiate FK,Notre Dame MD,Neg
10,Melissa TN,New Trier PH,Neg
11,Baltimore City PM,Head-Royce DW,Neg
12,Overland Park North Independent PS,Mamaroneck AG,Neg
13,Baltimore City MW,Glenbrook North CR,Neg
14,New Trier HW,Northview NL,Neg
15,Pittsburgh Central Catholic HS,Carrollton School of the Sacred Heart RG,Neg
16,Minneapolis South WB,Damien-St. Lucy's SM,Aff
17,Liberal Arts and Science RL,Peninsula DY,Aff
18,Niles North CS,Woodward CM,Neg
19,Northview TC,New Trier MP,Neg
20,Galloway DP,Berkeley Prep RV,Neg
21,Greenhill CL,Liberal Arts and Science BF,Aff
22,Alpharetta MM,Glenbrook North SY,Neg
23,Georgetown Day MX,Dallas Highland Park BC,Neg
24,Kenwood SW,Lexington DS,Aff
25,Denmark BR,Head-Royce AP,Neg
26,Eastside SC,NSU BL,Neg
27,Decatur RC,Caddo Magnet BA,Aff
28,Collegiate AS,Woodward TJ,Neg
29,Glenbrook North FP,McDonogh SP,Neg
30,Marist CL,Poly Prep Country Day BB,Neg
31,Westwood BA,Peninsula LL,Aff
32,Newark Science AO,Pace KG,Aff
33,Berkeley Prep NY,College Prep AB,Neg
34,Notre Dame DN,Pace MG,Neg
35,Taipei American HC,Greenhill AJ,Neg
36,Sonoma YK,Lexington LM,Aff
37,Pace WE,Northside  AD,Aff
38,Niles North MK,Montgomery Bell SJ,Neg
39,Montgomery Bell LS,Caddo Magnet VA,Aff
40,Greenhill MO,L C Anderson SW,Neg
41,Niles North SP,Johns Creek VG,Neg
42,Carrollton School of the Sacred Heart MG,Taipei American YM,Aff
43,Westminster PL,Glenbrook South MP,Aff
44,Winston Churchill MP,Bronx Science ZF,Neg
45,Caddo Magnet PM,St Andrew's Episcopal AK,Neg
46,Little Rock Central LW,Isidore Newman JN,Aff
47,Carrollton School of the Sacred Heart JF,Poly Prep Country Day LB,Aff
48,Whitney Young BM,Brophy PP,Aff
49,Jesuit LR,Berkeley Prep LZ,Aff
50,Coppell SJ,Glenbrook South BW,Neg
51,Glenbrook North CiRi,Eastside HS,Aff
52,Mamaroneck FC,Montgomery Bell HM,Neg
53,Liberal Arts and Science BS,Westminster VZ,Aff
54,Rural Independent CN,Georgetown Day RW,Aff
