,Aff,Neg,Win
0,Berkeley Prep RV,Mamaroneck FC,Aff
1,Peninsula LL,Montgomery Bell SJ,Neg
2,Westwood BA,Liberal Arts and Science BF,Aff
3,Head-Royce AP,Taipei American YL,Neg
