,Aff,Neg,Win
0,De Soto CS,Blue Valley North MM,Aff
1,Washburn Rural JK,Shawnee Mission South KC,Neg
2,Olathe East DG,Mill Valley HK,Aff
3,Blue Valley West WJ,Lawrence Free State HaFi,Aff
4,Shawnee Mission East LK,Lawrence Free State EP,Neg
5,Blue Valley North NH,Shawnee Mission South MJ,Neg
6,Olathe West OF,Blue Valley EM,Neg
7,Blue Valley West SV,Newton KN,Aff
8,Shawnee Mission East DS,Blue Valley North LP,Neg
9,Washburn Rural RV,Blue Valley North BN,Aff
10,Washburn Rural BH,Mill Valley FP,Aff
11,Washburn Rural CR,Shawnee Mission East PH,Neg
12,Blue Valley North CT,Shawnee Mission East HW,Aff
13,Washburn Rural CH,Lawrence Free State FH,Neg
