,Aff,Neg,Win
0,Wylie E. Groves XC,Woodward MP,Neg
1,Yerba Buena QN,Gunn Independent KB,Neg
2,New Trier HJ,St Mark's School of Texas JP,Neg
3,Pace MG,Johns Creek VG,Aff
