,Aff,Neg,Win
0,Westwood SG,Jesuit LR,Neg
1,Dulles CI,Langham Creek EY,Aff
2,Winston Churchill MP,Kinkaid AK,Aff
3,Dallas Highland Park BC,Ronald Reagan FP,Aff
