,Aff,Neg,Win
0,Westwood TL,Melissa SM,Aff
1,Coppell SP,Greenhill MO,Neg
2,Rock Hill AS,L C Anderson SW,Neg
3,Winston Churchill RL,Greenhill BH,Neg
4,Austin Peace KK,Winston Churchill CL,Neg
5,BASIS San Antonio Shavano KP,Heritage Hall HH,Aff
6,Casady FJ,Prosper AV,Neg
7,Westwood GS,Dulles MN,Aff
8,Jesuit BP,Niles West SS,Aff
9,Prosper CG,Isidore Newman JN,Aff
10,Crossings Christian TL,Claudia Taylor Johnson GR,Aff
11,Westwood YS,Winston Churchill LR,Aff
12,Lake Travis SO,Pharr San Juan Alamo Southwest CG,Aff
13,Hendrickson AH,Liberal Arts and Science RL,Neg
14,Caddo Magnet VA,Casady SS,Aff
15,Westwood BA,Caddo Magnet MP,Aff
16,Langham Creek EY,Clear Springs SG,Neg
17,Austin Peace SA,Reagan FP,Neg
18,Tomball Memorial CN,Dripping Springs CK,Neg
19,BASIS San Antonio Shavano AT,Jesuit LR,Neg
20,Westwood AS,Edmond Memorial HL,Aff
21,Coppell JS,Liberal Arts and Science LR,Aff
22,Elkins PS,Austin Peace KF,Aff
23,Kinkaid AK,Prosper HS,Aff
24,McCallum MV,Crossings Christian SP,Aff
25,Westwood GK,Jesuit CJ,Aff
26,Liberal Arts and Science LM,Athens HR,Aff
27,Coppell GM,Melissa NT,Neg
28,Liberal Arts and Science BS,Athens TS,Aff
29,Greenhill CS,Pharr San Juan Alamo Southwest VC,Aff
30,Greenhill LB,Dulles IC,Neg
31,Langham Creek CT,Liberal Arts and Science CK,Neg
32,Liberal Arts and Science VA,Winston Churchill MP,Neg
33,Heritage Hall HC,Austin Peace SS,Aff
