,Aff,Neg,Win
0,Barack Obama Male Leadership Academy (HS) VT,Little Rock Central TN,Neg
1,Berkeley Prep RZ,Winston Churchill LyRo,Aff
2,Coppell TB,Caddo Magnet VA,Aff
3,Woodward CM,Jenks HG,Aff
4,L C Anderson SW,Ronald Reagan FP,Aff
5,Kinkaid AK,St Mark's School of Texas JB,Neg
6,Berkeley Prep GS,Woodward TJ,Neg
7,Lovejoy PW,Liberal Arts and Science BF,Neg
8,Isidore Newman JN,George Washington MR,Aff
9,Westwood SG,Niles West KS,Neg
10,Woodward NP,Greenhill BH,Neg
11,Dallas Highland Park BC,Winston Churchill LR,Aff
12,Niles West SV,Friendswood PH,Aff
13,George Washington VS,Greenhill BC,Neg
14,Westwood GK,Lake Travis SO,Aff
15,Liberal Arts and Science LM,Greenhill MB,Aff
16,Friendswood AK,St Mark's School of Texas HD,Neg
17,Jesuit MW,Damien-St. Lucy's KN,Neg
18,Heritage Hall HC,Greenhill AX,Neg
19,Jesuit CJ,Memorial CS,Aff
20,Dulles CI,Coppell SJ,Neg
21,Melissa TN,Damien-St. Lucy's OC,Aff
22,Jesuit LR,Westwood ST,Aff
23,Damien-St. Lucy's PP,Greenhill MS,Aff
24,Dripping Springs KT,St Mark's School of Texas TK,Aff
25,Westwood LU,Winston Churchill MP,Neg
26,Dripping Springs BC,BASIS San Antonio Shavano PK,Neg
