,Aff,Neg,Win
0,Lawrence Free State FH,Shawnee Mission West WS,Neg
1,Buhler BL,Hayden BG,Neg
2,Crossings Christian SP,Blue Valley North LP,Neg
3,Newton KN,Wichita East KZ,Aff
4,Olathe East SR,Blue Valley West MC,Aff
5,Blue Valley West JA,Manhattan AS,Neg
6,Blue Valley West WA,Shawnee Mission East LT,Neg
7,Crossings Christian LM,Blue Valley North CT,Aff
8,Olathe East DG,Shawnee Mission South KC,Neg
9,Manhattan BB,Blue Valley Southwest DT,Neg
10,Lawrence Free State EP,Blue Valley Southwest PC,Neg
11,Blue Valley West SV,Lawrence Free State HF,Aff
12,Manhattan HW,Blue Valley North PN,Neg
13,Blue Valley West BT,Manhattan TF,Neg
14,Wichita Southeast SK,Blue Valley TF,Neg
15,Mill Valley FP,Blue Valley West CR,Aff
16,Shawnee Mission South AZ,Blue Valley North BK,Neg
17,Shawnee Mission South MJ,Mill Valley HK,Aff
18,Blue Valley West BW,Maize CL,Aff
