,Aff,Neg,Win
0,Peninsula PY,Washburn Rural CH,Neg
1,Peninsula KK,Walter Payton BR,Aff
2,Minneapolis South WB,Liberal Arts and Science LM,Aff
3,Jesuit LR,Niles North MK,Neg
