,Aff,Neg,Win
0,Northwood SY,Whitney Young BM,Neg
1,Little Rock Central LW,Newark Science AO,Aff
2,Woodward CM,West HS SLC JS,Aff
3,Winston Churchill MP,Peninsula DU,Aff
