,Aff,Neg,Win
0,Westwood GS,Liberal Arts and Science BS,Neg
1,Greenhill BH,Liberal Arts and Science LM,Aff
2,Liberal Arts and Science CK,L C Anderson SW,Aff
3,Greenhill CS,Coppell JS,Neg
