,Aff,Neg,Win
0,Alpharetta MM,Montgomery Bell RA,Aff
1,Johns Creek HC,Montgomery Bell VT,Neg
2,Northview NL,Montgomery Bell RS,Aff
3,Carrollton School of the Sacred Heart MG,Montgomery Bell WJ,Neg
4,Carrollton School of the Sacred Heart FB,Montgomery Bell RP,Neg
5,Montgomery Bell KF,Woodward CH,Aff
6,Denmark BR,Woodward RS,Aff
7,Galloway IR,Montgomery Bell MM,Neg
8,Alpharetta CM,Carrollton School of the Sacred Heart DF,Neg
9,Carrollton School of the Sacred Heart RG,Alpharetta DL,Aff
10,Johns Creek VG,Woodward PD,Aff
11,Alpharetta IN,Woodward AR,Aff
12,Woodward HS,USN CS,Aff
13,Montgomery Bell DP,Pace MG,Neg
