,Aff,Neg,Win
0,Greenhill CL,Solorio MC,Aff
1,Niles North KM,Univ Of Chicago Lab EJ,Neg
2,Liberal Arts and Science BS,Glenbrook South WB,Neg
3,Glenbrook North CL,Northside  AD,Neg
4,New Trier MP,Thomas Kelly MG,Aff
5,Univ Of Chicago Lab LL,Niles North GW,Aff
6,New Trier HP,Von Steuben LM,Neg
7,Kenwood SW,Niles North CS,Aff
8,Goode STEM CM,New Trier HJ,Neg
9,Glenbrook South KZ,Washburn Rural CN,Neg
10,Peninsula LL,Liberal Arts and Science BF,Aff
11,New Trier PY,Glenbrook North FP,Neg
12,Peninsula KK,Liberal Arts and Science LM,Neg
13,Walter Payton MG,Jones HB,Aff
14,Peninsula PY,Glenbrook South MP,Neg
15,Maine East GR,Von Steuben GL,Aff
16,Liberal Arts and Science LR,Minneapolis South WB,Aff
17,Glenbrook North CiRi,Glenbrook South BF,Aff
18,Walter Payton BR,Whitney Young BM,Neg
19,Maine East JW,Peninsula DY,Neg
20,Jesuit BP,Glenbrook South CP,Aff
21,New Trier AnSt,Glenbrook South MM,Neg
22,Glenbrook North DK,Solorio TG,Neg
23,Glenbrook North SY,Northside  OS,Neg
24,Washburn Rural CH,Jesuit LR,Neg
25,Von Steuben ML,Niles North HD,Neg
26,Niles North MK,Glenbrook North CR,Neg
27,Niles North GH,Maine East UH,Neg
28,New Trier AS,Glenbrook North HW,Neg
