,Aff,Neg,Win
0,Niles West VK,St Paul Central UB,Neg
1,Hayden BA,Olathe North CF,Neg
2,St Paul Central MC,Barstow BS,Aff
3,Lawrence Free State EF,Washburn Rural CH,Neg
