,Aff,Neg,Win
0,Eagan MS,Interlake YL,Aff
1,Edina AC,West HS SLC AK,Neg
2,Minneapolis South WB,Edina BK,Aff
3,Rowland Hall VD,Westminster PL,Neg
4,Iowa City LL,Farmington CN,Neg
5,Edison Prep BB,Lexington NS,Aff
6,Maine East GR,Interlake AW,Aff
7,Rowland Hall GH,Lexington PS,Aff
8,Maize CL,Northside  KP,Neg
9,Alpharetta NI,Farmington NS,Aff
10,Maine East AJ,Lexington DS,Neg
11,Niles North SP,Eagan TN,Aff
12,Branson PW,Niles North CR,Aff
13,Rowland Hall UL,Niles North HD,Aff
14,St Paul Central UB,Eagan WS,Aff
15,St Paul Central BM,Edina TS,Neg
16,Westminster VZ,Interlake SC,Aff
17,Northside  GT,Interlake OW,Neg
18,Iowa City HV,Lexington HS,Neg
19,Edina BL,Lexington KB,Aff
20,Alpharetta MM,Washington BD,Aff
21,St Paul Central MC,Niles North MK,Neg
22,Northside  AD,Alpharetta GM,Neg
23,Niles North CS,Iowa City RC,Aff
