,Aff,Neg,Win
0,Peninsula LL,Calvert Hall SW,Neg
1,Success Academy HSLA-MANHATTAN WO,Wylie E. Groves XC,Neg
2,Mamaroneck MP,Bronx Science EK,Aff
3,Northstar Academy HS - Newark AM,BASIS DC MC,Aff
4,Peninsula KK,Bronx Science GC,Aff
5,NSU AY,Mamaroneck MT,Neg
6,SWW DP,Bronx Science OZ,Neg
