,Aff,Neg,Win
0,Sacred Heart Cathedral Prep FY,Westlake SB,Neg
1,New Trier HJ,Rowland Hall UV,Aff
2,Corner Canyon DK,Meadows KR,Neg
3,Bellarmine  CG,West HS SLC KA,Aff
4,Barstow TM,College Prep EN,Neg
5,Green Canyon OZ,New Trier MP,Neg
6,Rowland Hall LD,Bay Area Independent PL,Aff
7,West HS SLC JS,Meadows GK,Aff
8,Meadows HK,Santa Fe Prep LV,Aff
9,BASIS Peoria JG,Meadows KS,Aff
10,New Trier SY,Barstow GH,Aff
11,Archbishop Mitty DS,Park City LL,Neg
12,BASIS Peoria HD,Bellarmine  IB,Neg
13,Bellarmine  RH,Brophy PP,Neg
14,Sacred Heart Cathedral Prep CB,Archbishop Mitty MR,Aff
15,Arizona  SS,Brophy SR,Aff
16,Brophy SH,Archbishop Mitty TW,Neg
17,New Trier PH,Bellarmine  OL,Neg
18,Barstow BS,Rowland Hall SC,Aff
