,Aff,Neg,Win
0,Liberal Arts and Science BS,Bellarmine  AQ,Aff
1,Berkeley Prep RV,Blue Valley Southwest PC,Aff
2,Glenbrook South WB,Bellarmine  DD,Aff
3,Greenhill CL,Berkeley Prep NY,Aff
4,Northview CT,Peninsula KX,Neg
5,Glenbrook North CR,Shawnee Mission East PL,Aff
6,Peninsula LL,Greenhill BH,Neg
