,Aff,Neg,Win
0,Prosper AV,Liberal Arts and Science VA,Neg
1,Dripping Springs CK,Langham Creek EY,Neg
2,Niles West SS,BASIS San Antonio Shavano PK,Neg
3,Greenhill BH,Westwood SA,Aff
4,L C Anderson SW,Langham Creek CT,Aff
5,Isidore Newman JN,Coppell GM,Aff
6,Pharr San Juan Alamo Southwest CG,Liberal Arts and Science LM,Neg
7,Crossings Christian SP,BASIS San Antonio Shavano AT,Aff
8,Jesuit LR,Crossings Christian TL,Aff
9,Liberal Arts and Science CK,Casady FJ,Aff
10,Melissa SM,Rock Hill AS,Neg
11,Claudia Taylor Johnson GR,Hendrickson AH,Aff
12,Caddo Magnet PM,Coppell SJ,Neg
13,Winston Churchill CL,Elkins PS,Neg
14,Melissa TN,Westwood BA,Aff
15,Casady SS,Westwood TL,Neg
16,Winston Churchill MP,Caddo Magnet VA,Aff
17,Dulles CI,Heritage Hall HC,Aff
18,Dulles NM,Kinkaid AK,Neg
19,Liberal Arts and Science LR,Greenhill CS,Neg
20,Austin Peace KF,Liberal Arts and Science BS,Neg
21,Clear Springs SG,McCallum MV,Aff
22,Prosper HS,Westwood GK,Neg
23,Pharr San Juan Alamo Southwest VC,Austin Peace KK,Aff
24,Athens TS,Coppell SP,Aff
25,Greenhill MO,Westwood SG,Neg
26,Winston Churchill LR,Tomball Memorial CN,Aff
27,Edmond Memorial HL,Greenhill LB,Neg
28,Austin Peace SS,Prosper CG,Neg
29,Liberal Arts and Science RL,Austin Peace SA,Aff
30,Jesuit CJ,Winston Churchill RL,Aff
31,Heritage Hall HH,Westwood YS,Neg
32,Reagan FP,Jesuit BP,Neg
