,Aff,Neg,Win
0,Liberal Arts and Science BS,Greenhill BH,Aff
1,Berkeley Prep RV,Glenbrook North CR,Aff
2,Peninsula KX,Montgomery Bell HM,Aff
3,Greenhill CL,Glenbrook South WB,Aff
