,Aff,Neg,Win
0,Blue Valley North LP,Shawnee Mission East PH,Neg
1,Blue Valley North MM,Shawnee Mission East LK,Aff
2,Blue Valley North CT,Blue Valley West WJ,Aff
3,De Soto CS,Shawnee Mission East HW,Aff
4,Blue Valley EM,Newton KN,Neg
5,Shawnee Mission South MJ,Blue Valley West SV,Neg
6,Lawrence Free State EP,Washburn Rural RV,Aff
7,Blue Valley North BN,Mill Valley HK,Aff
8,Washburn Rural JK,Lawrence Free State HaFi,Neg
9,Shawnee Mission South KC,Lawrence Free State FH,Neg
10,Olathe East DG,Washburn Rural CH,Neg
11,Shawnee Mission East BM,Washburn Rural BH,Neg
12,Blue Valley North NH,Shawnee Mission East DS,Aff
13,Washburn Rural CR,Mill Valley FP,Aff
