,Aff,Neg,Win
0,ModernBrain PP,Damien-St. Lucy's PP,Neg
1,Damien-St. Lucy's KN,Rowland Hall HG,Neg
2,Liberal Arts and Science LR,Quarry Lane HG,Neg
3,Liberal Arts and Science LM,Huntington Park DS,Aff
4,Liberal Arts and Science CK,Quarry Lane KP,Aff
5,Quarry Lane PS,Canyon Crest LC,Aff
